,0,1
241,The Fixed Points of Off-Policy TD.,"J. Zico Kolter,"
242,Generalizing from Several Related Classification Tasks to a New Unlabeled Sample.,"Gilles Blanchard,Gyemin Lee,Clayton Scott,"
243,Trace Lasso: a trace norm regularization for correlated designs.,"Edouard Grave,Guillaume Obozinski,Francis R. Bach,"
244,Statistical Tests for Optimization Efficiency.,"Levi Boyles,Anoop Korattikara Balan,Deva Ramanan,Max Welling,"
245,Generalization Bounds and Consistency for Latent Structural Probit and Ramp Loss.,"David A. McAllester,Joseph Keshet,"
246,A Brain-Machine Interface Operating with a Real-Time Spiking Neural Network Control Algorithm.,"Julie Dethier,Paul Nuyujukian,Chris Eliasmith,Terrence C. Stewart,Shauki A. Elasaad,Krishna V. Shenoy,Kwabena Boahen,"
247,Multi-Bandit Best Arm Identification.,"Victor Gabillon,Mohammad Ghavamzadeh,Alessandro Lazaric,Sébastien Bubeck,"
248,Randomized Algorithms for Comparison-based Search.,"Dominique Tschopp,Suhas N. Diggavi,Payam Delgosha,Soheil Mohajer,"
249,Active Ranking using Pairwise Comparisons.,"Kevin G. Jamieson,Robert D. Nowak,"
250,An Empirical Evaluation of Thompson Sampling.,"Olivier Chapelle,Lihong Li,"
251,Blending Autonomous Exploration and Apprenticeship Learning.,"Thomas J. Walsh,Daniel Hewlett,Clayton T. Morrison,"
252,Nonnegative dictionary learning in the exponential noise model for adaptive music signal representation.,"Onur Dikmen,Cédric Févotte,"
253,Evaluating the inverse decision-making approach to preference learning.,"Alan Jern,Christopher G. Lucas,Charles Kemp,"
254,Sparse Features for PCA-Like Linear Regression.,"Christos Boutsidis,Petros Drineas,Malik Magdon-Ismail,"
255,The Manifold Tangent Classifier.,"Salah Rifai,Yann N. Dauphin,Pascal Vincent,Yoshua Bengio,Xavier Muller,"
256,Analytical Results for the Error in Filtering of Gaussian Processes.,"Alex K. Susemihl,Ron Meir,Manfred Opper,"
257,Improved Algorithms for Linear Stochastic Bandits.,"Yasin Abbasi-Yadkori,Dávid Pál,Csaba Szepesvári,"
258,Testing a Bayesian Measure of Representativeness Using a Large Image Database.,"Joshua T. Abbott,Katherine A. Heller,Zoubin Ghahramani,Thomas L. Griffiths,"
259,Sparse Inverse Covariance Matrix Estimation Using Quadratic Approximation.,"Cho-Jui Hsieh,Mátyás A. Sustik,Inderjit S. Dhillon,Pradeep Ravikumar,"
260,Spike and Slab Variational Inference for Multi-Task and Multiple Kernel Learning.,"Michalis K. Titsias,Miguel Lázaro-Gredilla,"
261,Practical Variational Inference for Neural Networks.,"Alex Graves,"
262,Neuronal Adaptation for Sampling-Based Probabilistic Inference in Perceptual Bistability.,"David P. Reichert,Peggy Seriès,Amos J. Storkey,"
263,Beyond Spectral Clustering - Tight Relaxations of Balanced Graph Cuts.,"Matthias Hein,Simon Setzer,"
264,Fast and Accurate k-means For Large Datasets.,"Michael Shindler,Alex Wong,Adam Meyerson,"
265,A rational model of causal inference with continuous causes.,"Michael Pacer,Thomas L. Griffiths,"
266,Quasi-Newton Methods for Markov Chain Monte Carlo.,"Yichuan Zhang,Charles Sutton,"
267,TD_gamma: Re-evaluating Complex Backups in Temporal Difference Learning.,"George Dimitri Konidaris,Scott Niekum,Philip S. Thomas,"
268,Speedy Q-Learning.,"Mohammad Gheshlaghi Azar,Rémi Munos,Mohammad Ghavamzadeh,Hilbert J. Kappen,"
269,Regularized Laplacian Estimation and Fast Eigenvector Approximation.,"Patrick O. Perry,Michael W. Mahoney,"
270,Understanding the Intrinsic Memorability of Images.,"Phillip Isola,Devi Parikh,Antonio Torralba,Aude Oliva,"
271,The Local Rademacher Complexity of Lp-Norm Multiple Kernel Learning.,"Marius Kloft,Gilles Blanchard,"
272,Contextual Gaussian Process Bandit Optimization.,"Andreas Krause,Cheng Soon Ong,"
273,Co-Training for Domain Adaptation.,"Minmin Chen,Kilian Q. Weinberger,John Blitzer,"
274,Autonomous Learning of Action Models for Planning.,"Neville Mehta,Prasad Tadepalli,Alan Fern,"
275,Gaussian process modulated renewal processes.,"Vinayak A. Rao,Yee Whye Teh,"
276,Linear Submodular Bandits and their Application to Diversified Retrieval.,"Yisong Yue,Carlos Guestrin,"
277,Continuous-Time Regression Models for Longitudinal Networks.,"Duy Quang Vu,Arthur U. Asuncion,David R. Hunter,Padhraic Smyth,"
278,On Tracking The Partition Function.,"Guillaume Desjardins,Aaron C. Courville,Yoshua Bengio,"
279,Variational Gaussian Process Dynamical Systems.,"Andreas C. Damianou,Michalis K. Titsias,Neil D. Lawrence,"
280,Non-parametric Group Orthogonal Matching Pursuit for Sparse Learning with Multiple Kernels.,"Vikas Sindhwani,Aurelie C. Lozano,"
281,Selecting Receptive Fields in Deep Networks.,"Adam Coates,Andrew Y. Ng,"
282,Convergent Fitted Value Iteration with Linear Function Approximation.,"Daniel J. Lizotte,"
283,Algorithms for Hyper-Parameter Optimization.,"James Bergstra,Rémi Bardenet,Yoshua Bengio,Balázs Kégl,"
284,Neural Reconstruction with Approximate Message Passing (NeuRAMP).,"Alyson K. Fletcher,Sundeep Rangan,Lav R. Varshney,Aniruddha Bhargava,"
285,Query-Aware MCMC.,"Michael L. Wick,Andrew McCallum,"
286,A reinterpretation of the policy oscillation phenomenon in approximate policy iteration.,"Paul Wagner,"
287,Inferring spike-timing-dependent plasticity from spike train data.,"Ian H. Stevenson,Konrad P. Körding,"
288,Automated Refinement of Bayes Networks' Parameters based on Test Ordering Constraints.,"Omar Zia Khan,Pascal Poupart,John Mark Agosta,"
289,A Collaborative Mechanism for Crowdsourcing Prediction Problems.,"Jacob D. Abernethy,Rafael M. Frongillo,"
290,Hierarchically Supervised Latent Dirichlet Allocation.,"Adler J. Perotte,Frank D. Wood,Noemie Elhadad,Nicholas Bartlett,"
291,Select and Sample - A Model of Efficient Neural Inference and Learning.,"Jacquelyn A. Shelton,Jörg Bornschein,Abdul-Saboor Sheikh,Pietro Berkes,Jörg Lücke,"
292,Selecting the State-Representation in Reinforcement Learning.,"Odalric-Ambrym Maillard,Rémi Munos,Daniil Ryabko,"
293,Periodic Finite State Controllers for Efficient POMDP and DEC-POMDP Planning.,"Joni Pajarinen,Jaakko Peltonen,"
294,On the Universality of Online Mirror Descent.,"Nati Srebro,Karthik Sridharan,Ambuj Tewari,"
295,Demixed Principal Component Analysis.,"Wieland Brendel,Ranulfo Romo,Christian K. Machens,"
296,EigenNet: A Bayesian hybrid of generative and conditional models for sparse learning.,"Yuan (Alan) Qi,Feng Yan,"
297,Hashing Algorithms for Large-Scale Learning.,"Ping Li,Anshumali Shrivastava,Joshua L. Moore,Arnd Christian König,"
298,Rapid Deformable Object Detection using Dual-Tree Branch-and-Bound.,"Iasonas Kokkinos,"
299,Hierarchical Multitask Structured Output Learning for Large-scale Sequence Segmentation.,"Nico Görnitz,Christian Widmer,Georg Zeller,André Kahles,Sören Sonnenburg,Gunnar Rätsch,"
300,Predicting response time and error rates in visual search.,"Bo Chen,Vidhya Navalpakkam,Pietro Perona,"
301,Kernel Embeddings of Latent Tree Graphical Models.,"Le Song,Ankur P. Parikh,Eric P. Xing,"
302,Inference in continuous-time change-point models.,"Florian Stimberg,Manfred Opper,Guido Sanguinetti,Andreas Ruttor,"
303,High-dimensional regression with noisy and missing data: Provable guarantees with non-convexity.,"Po-Ling Loh,Martin J. Wainwright,"
304,Exploiting spatial overlap to efficiently compute appearance distances between image windows.,"Bogdan Alexe,Viviana Petrescu,Vittorio Ferrari,"
305,Accelerated Adaptive Markov Chain for Partition Function Computation.,"Stefano Ermon,Carla P. Gomes,Ashish Sabharwal,Bart Selman,"
